time, dist, trdist, phase, tmin, tmax, type, sf, vf, C0, C1, C2, C3, C4, C5, T, req_acc, acc, req_vel, vel;
19.599, 157.512, 2.48764, 3, 7.76667, 10.7667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
19.649, 157.512, 2.48764, 3, 7.66667, 10.6667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
19.699, 157.512, 2.48764, 3, 7.66667, 10.6667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
19.749, 157.512, 2.48764, 3, 7.56667, 10.5667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 7.66121e-19, 0.122437, 3.21239e-08;
19.799, 157.512, 2.48764, 3, 7.56667, 10.5667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 1.21726e-18, 0.122437, 3.21239e-08;
19.849, 157.512, 2.48764, 3, 7.46667, 10.4667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
19.899, 157.512, 2.48764, 3, 7.46667, 10.4667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
19.949, 157.512, 2.48764, 3, 7.36667, 10.3667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
19.999, 157.512, 2.48764, 3, 7.36667, 10.3667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
20.049, 157.512, 2.48764, 3, 7.26667, 10.2667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.099, 157.512, 2.48764, 3, 7.26667, 10.2667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.149, 157.512, 2.48764, 3, 7.16667, 10.1667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.199, 157.512, 2.48764, 3, 7.16667, 10.1667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
20.249, 157.512, 2.48764, 3, 7.06667, 10.0667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.299, 157.512, 2.48764, 3, 7.06667, 10.0667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.349, 157.512, 2.48764, 3, 6.96667, 9.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.399, 157.512, 2.48764, 3, 6.96667, 9.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 1.6684e-18, 0.122437, 3.21239e-08;
20.449, 157.512, 2.48764, 3, 6.86667, 9.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
20.499, 157.512, 2.48764, 3, 6.86667, 9.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
20.549, 157.512, 2.48764, 3, 6.76667, 9.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.599, 157.512, 2.48764, 3, 6.76667, 9.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
20.649, 157.512, 2.48764, 3, 6.66667, 9.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
20.699, 157.512, 2.48764, 3, 6.66667, 9.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.749, 157.512, 2.48764, 3, 6.56667, 9.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.799, 157.512, 2.48764, 3, 6.56667, 9.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.849, 157.512, 2.48764, 3, 6.46667, 9.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.899, 157.512, 2.48764, 3, 6.46667, 9.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.949, 157.512, 2.48764, 3, 6.36667, 9.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
20.999, 157.512, 2.48764, 3, 6.36667, 9.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.049, 157.512, 2.48764, 3, 6.26667, 9.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 7.66121e-19, 0.122437, 3.21239e-08;
21.099, 157.512, 2.48764, 3, 6.26667, 9.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 7.66121e-19, 0.122437, 3.21239e-08;
21.149, 157.512, 2.48764, 3, 6.16667, 9.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.199, 157.512, 2.48764, 3, 6.16667, 9.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.249, 157.512, 2.48764, 3, 6.06667, 9.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
21.299, 157.512, 2.48764, 3, 6.06667, 9.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.349, 157.512, 2.48764, 3, 5.96667, 8.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.399, 157.512, 2.48764, 3, 5.96667, 8.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.449, 157.512, 2.48764, 3, 5.86667, 8.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.499, 157.512, 2.48764, 3, 5.86667, 8.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.549, 157.512, 2.48764, 3, 5.76667, 8.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
21.599, 157.512, 2.48764, 3, 5.76667, 8.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.649, 157.512, 2.48764, 3, 5.66667, 8.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
21.699, 157.512, 2.48764, 3, 5.66667, 8.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.749, 157.512, 2.48764, 3, 5.56667, 8.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
21.799, 157.512, 2.48764, 3, 5.56667, 8.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 1.6684e-18, 0.122437, 3.21239e-08;
21.849, 157.512, 2.48764, 3, 5.46667, 8.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.899, 157.512, 2.48764, 3, 5.46667, 8.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
21.949, 157.512, 2.48764, 3, 5.36667, 8.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
21.999, 157.512, 2.48764, 3, 5.36667, 8.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.049, 157.512, 2.48764, 3, 5.26667, 8.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.099, 157.512, 2.48764, 3, 5.26667, 8.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
22.149, 157.512, 2.48764, 3, 5.16667, 8.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.199, 157.512, 2.48764, 3, 5.16667, 8.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
22.249, 157.512, 2.48764, 3, 5.06667, 8.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
22.299, 157.512, 2.48764, 3, 5.06667, 8.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
22.349, 157.512, 2.48764, 3, 4.96667, 7.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
22.399, 157.512, 2.48764, 3, 4.96667, 7.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
22.449, 157.512, 2.48764, 3, 4.86667, 7.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 2.11954e-18, 0.122437, 3.21239e-08;
22.499, 157.512, 2.48764, 3, 4.86667, 7.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.549, 157.512, 2.48764, 3, 4.76667, 7.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
22.599, 157.512, 2.48764, 3, 4.76667, 7.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.649, 157.512, 2.48764, 3, 4.66667, 7.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
22.699, 157.512, 2.48764, 3, 4.66667, 7.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.749, 157.512, 2.48764, 3, 4.56667, 7.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
22.799, 157.512, 2.48764, 3, 4.56667, 7.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.849, 157.512, 2.48764, 3, 4.46667, 7.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.899, 157.512, 2.48764, 3, 4.46667, 7.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.949, 157.512, 2.48764, 3, 4.36667, 7.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
22.999, 157.512, 2.48764, 3, 4.36667, 7.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.049, 157.512, 2.48764, 3, 4.26667, 7.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.099, 157.512, 2.48764, 3, 4.26667, 7.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
23.149, 157.512, 2.48764, 3, 4.16667, 7.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.199, 157.512, 2.48764, 3, 4.16667, 7.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 2.11954e-18, 0.122437, 3.21239e-08;
23.249, 157.512, 2.48764, 3, 4.06667, 7.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.299, 157.512, 2.48764, 3, 4.06667, 7.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.349, 157.512, 2.48764, 3, 3.96667, 6.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.399, 157.512, 2.48764, 3, 3.96667, 6.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.449, 157.512, 2.48764, 3, 3.86667, 6.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.499, 157.512, 2.48764, 3, 3.86667, 6.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.549, 157.512, 2.48764, 3, 3.76667, 6.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.599, 157.512, 2.48764, 3, 3.76667, 6.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.649, 157.512, 2.48764, 3, 3.66667, 6.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.699, 157.512, 2.48764, 3, 3.66667, 6.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.749, 157.512, 2.48764, 3, 3.56667, 6.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
23.799, 157.512, 2.48764, 3, 3.56667, 6.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.849, 157.512, 2.48764, 3, 3.46667, 6.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 2.11954e-18, 0.122437, 3.21239e-08;
23.899, 157.512, 2.48764, 3, 3.46667, 6.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.949, 157.512, 2.48764, 3, 3.36667, 6.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
23.999, 157.512, 2.48764, 3, 3.36667, 6.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
24.049, 157.512, 2.48764, 3, 3.26667, 6.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
24.099, 157.512, 2.48764, 3, 3.26667, 6.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.149, 157.512, 2.48764, 3, 3.16667, 6.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.199, 157.512, 2.48764, 3, 3.16667, 6.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.249, 157.512, 2.48764, 3, 3.06667, 6.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
24.299, 157.512, 2.48764, 3, 3.06667, 6.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
24.349, 157.512, 2.48764, 3, 2.96667, 5.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.399, 157.512, 2.48764, 3, 2.96667, 5.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.449, 157.512, 2.48764, 3, 2.86667, 5.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.499, 157.512, 2.48764, 3, 2.86667, 5.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.549, 157.512, 2.48764, 3, 2.76667, 5.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
24.599, 157.512, 2.48764, 3, 2.76667, 5.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 7.66121e-19, 0.122437, 3.21239e-08;
24.649, 157.512, 2.48764, 3, 2.66667, 5.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 1.21726e-18, 0.122437, 3.21239e-08;
24.699, 157.512, 2.48764, 3, 2.66667, 5.66667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.749, 157.512, 2.48764, 3, 2.56667, 5.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.799, 157.512, 2.48764, 3, 2.56667, 5.56667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.849, 157.512, 2.48764, 3, 2.46667, 5.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
24.899, 157.512, 2.48764, 3, 2.46667, 5.46667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.949, 157.512, 2.48764, 3, 2.36667, 5.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
24.999, 157.512, 2.48764, 3, 2.36667, 5.36667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.049, 157.512, 2.48764, 3, 2.26667, 5.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
25.099, 157.512, 2.48764, 3, 2.26667, 5.26667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.149, 157.512, 2.48764, 3, 2.16667, 5.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.199, 157.512, 2.48764, 3, 2.16667, 5.16667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.249, 157.512, 2.48764, 3, 2.06667, 5.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 1.6684e-18, 0.122437, 3.21239e-08;
25.299, 157.512, 2.48764, 3, 2.06667, 5.06667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
25.349, 157.512, 2.48764, 3, 1.96667, 4.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
25.399, 157.512, 2.48764, 3, 1.96667, 4.96667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.449, 157.512, 2.48764, 3, 1.86667, 4.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, 3.14983e-19, 0.122437, 3.21239e-08;
25.499, 157.512, 2.48764, 3, 1.86667, 4.86667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -5.87293e-19, 0.122437, 3.21239e-08;
25.549, 157.512, 2.48764, 3, 1.76667, 4.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.599, 157.512, 2.48764, 3, 1.76667, 4.76667, -2, 0.00770815, 0, 0, 0, 0, 0, 0, 0, 0.0667567, -10, -1.36155e-19, 0.122437, 3.21239e-08;
25.649, 157.512, 2.48764, 1, 0, 0, 4, 50, 20, 0, 3.21239e-08, -1.36155e-19, 7.28178, -4.66034, 0.994205, 4.6875, -9.64171, -1.36155e-19, 0.00900542, 3.21239e-08;
25.699, 157.512, 2.48764, 1, 0, 0, 4, 50, 20, 0, 3.21239e-08, -1.36155e-19, 7.28178, -4.66034, 0.994205, 4.6875, 0.358295, -1.36155e-19, 0.00900542, 3.21239e-08;
25.749, 157.512, 2.48764, 1, 0, 0, 4, 50, 20, 0, 3.21239e-08, -1.36155e-19, 7.28178, -4.66034, 0.994205, 4.6875, 0.716589, -1.36155e-19, 0.00900542, 3.21239e-08;
25.799, 157.512, 2.48764, 1, 0, 0, 4, 50, 20, 0, 3.21239e-08, -1.36155e-19, 7.28178, -4.66034, 0.994205, 4.6875, 1.07488, -1.36155e-19, 0.00900542, 3.21239e-08;
25.849, 157.512, 2.48764, 1, 0, 0, 4, 50, 20, 0, 3.1784e-08, -6.79812e-09, 7.28178, -4.66034, 0.994205, 4.6875, 1.43318, -6.79812e-09, 0.00900542, 3.1784e-08;
25.899, 157.512, 2.48762, 1, 0, 0, 4, 50, 20, 0, 0.00514282, 0.102856, 7.21692, -4.64788, 0.994749, 4.67241, 1.78825, 0.102856, 0.0192102, 0.00514282;
25.949, 157.514, 2.486, 1, 0, 0, 4, 50, 20, 0, 0.0775646, 1.44844, 6.29343, -4.42073, 0.984622, 4.48978, 2.09742, 1.44844, 0.157761, 0.0775646;
25.999, 157.52, 2.48011, 1, 0, 0, 4, 50, 20, 0, 0.186116, 2.17102, 5.7515, -4.26812, 0.972188, 4.39022, 2.37969, 2.17102, 0.301767, 0.186116;
26.049, 157.531, 2.46869, 1, 0, 0, 4, 50, 20, 0, 0.216136, 0.600413, 6.93378, -4.64201, 1.01663, 4.56609, 2.72061, 0.600413, 0.254728, 0.216136;
26.099, 157.548, 2.45201, 1, 0, 0, 4, 50, 20, 0, 0.290874, 1.49475, 6.29486, -4.47415, 1.00628, 4.44623, 3.02979, 1.49475, 0.373387, 0.290874;
26.149, 157.572, 2.42764, 1, 0, 0, 4, 50, 20, 0, 0.465034, 3.48319, 4.66462, -3.90821, 0.927218, 4.21498, 3.25817, 3.48319, 0.644943, 0.465034;
26.199, 157.605, 2.39474, 1, 0, 0, 4, 50, 20, 0, 0.679179, 4.2829, 3.93172, -3.62777, 0.882118, 4.11256, 3.45025, 4.2829, 0.898163, 0.679179;
26.249, 157.646, 2.35372, 1, 0, 0, 4, 50, 20, 0, 0.879132, 3.99906, 4.19771, -3.77669, 0.919402, 4.10776, 3.65544, 3.99906, 1.08425, 0.879132;
26.299, 157.695, 2.30521, 1, 0, 0, 4, 50, 20, 0, 1.06339, 3.68509, 4.49253, -3.93618, 0.95823, 4.10776, 3.87517, 3.68509, 1.25317, 1.06339;
26.349, 157.751, 2.24944, 1, 0, 0, 4, 50, 20, 0, 1.24695, 3.67123, 4.50546, -3.97175, 0.9729, 4.08239, 4.09551, 3.67123, 1.43606, 1.24695;
26.399, 157.814, 2.18618, 1, 0, 0, 4, 50, 20, 0, 1.4348, 3.75701, 4.42153, -3.96408, 0.979149, 4.0485, 4.31167, 3.75701, 1.62809, 1.4348;
26.449, 157.885, 2.11502, 1, 0, 0, 4, 50, 20, 0, 1.61762, 3.65648, 4.51522, -4.03557, 1.00116, 4.03091, 4.53241, 3.65648, 1.80601, 1.61762;
26.499, 157.965, 2.03536, 1, 0, 0, 4, 50, 20, 0, 1.79041, 3.45567, 4.70657, -4.15047, 1.03172, 4.02286, 4.76259, 3.45567, 1.96899, 1.79041;
26.549, 158.054, 1.94634, 1, 0, 0, 4, 50, 20, 0, 1.96293, 3.45047, 4.70834, -4.17923, 1.04503, 3.99916, 4.99281, 3.45047, 2.14125, 1.96293;
26.599, 158.153, 1.84669, 1, 0, 0, 4, 50, 20, 0, 2.14803, 3.70199, 4.45306, -4.08884, 1.03406, 3.95414, 5, 3.70199, 2.33861, 2.14803;
26.649, 158.265, 1.73507, 1, 0, 0, 4, 50, 20, 0, 2.35331, 4.10559, 4.02937, -3.91332, 1.00427, 3.89668, 5, 4.10559, 2.56354, 2.35331;
26.699, 158.39, 1.61042, 1, 0, 0, 4, 50, 20, 0, 2.57897, 4.51315, 3.57935, -3.71612, 0.96806, 3.83872, 5, 4.51315, 2.80902, 2.57897;
26.749, 158.528, 1.47207, 1, 0, 0, 4, 50, 20, 0, 2.82963, 5, 3.01697, -3.45032, 0.914021, 3.77488, 5, 5, 3.08333, 2.82963;
