time, dist, trdist, phase, tmin, tmax, type, sf, vf, C0, C1, C2, C3, C4, C5, T, req_acc, acc, req_vel, vel;
26.799, 158.68, 1.31983, 1, 0, 0, 4, 50, 20, 0, 3.11206, 5, 2.97141, -3.45483, 0.923538, 3.74086, 5, 5, 3.36571, 3.11206;
26.849, 158.846, 1.1538, 1, 0, 0, 4, 50, 20, 0, 3.42124, 5, 2.91687, -3.45549, 0.932843, 3.70425, 5, 5, 3.67481, 3.42124;
26.899, 159.026, 0.974027, 1, 0, 0, 4, 50, 20, 0, 3.73933, 5, 2.85552, -3.45128, 0.941103, 3.66727, 5, 5, 3.99283, 3.73933;
26.949, 159.219, 0.780537, 1, 0, 0, 4, 50, 20, 0, 4.04578, 5, 2.79129, -3.44233, 0.947704, 3.63228, 5, 5, 4.29919, 4.04578;
26.999, 159.427, 0.573287, 1, 0, 0, 4, 50, 20, 0, 4.32518, 5, 2.72824, -3.42979, 0.952478, 3.60091, 5, 5, 4.57852, 4.32518;
27.049, 159.648, 0.352224, 1, 0, 0, 4, 50, 20, 0, 4.58136, 5, 2.6666, -3.41447, 0.955743, 3.57258, 5, 5, 4.83462, 4.58136;
27.099, 159.883, 0.117335, 1, 0, 0, 4, 50, 20, 0, 4.83176, 5, 2.60274, -3.39583, 0.957845, 3.54528, 5, 5, 5.08494, 4.83176;
27.149, 160.131, -0.131314, 1, 0, 0, 4, 50, 20, 0, 5.0963, 5, 2.53132, -3.37208, 0.958831, 3.51686, 5, 5, 5.34939, 5.0963;
27.199, 160.394, -0.393567, 1, 0, 0, 4, 50, 20, 0, 5.38229, 5, 2.44946, -3.34152, 0.958388, 3.4866, 5, 5, 5.63528, 5.38229;
27.249, 160.669, -0.66935, 1, 0, 0, 4, 50, 20, 0, 5.66127, 5, 2.36486, -3.30665, 0.956358, 3.45755, 5, 5, 5.91416, 5.66127;
27.299, 160.959, -0.958759, 1, 0, 0, 4, 50, 20, 0, 5.92502, 5, 2.2805, -3.26894, 0.952906, 3.43049, 5, 5, 6.1778, 5.92502;
27.349, 161.262, -1.26175, 1, 0, 0, 4, 50, 20, 0, 6.19642, 5, 2.18917, -3.22513, 0.947717, 3.40306, 5, 5, 6.44909, 6.19642;
27.399, 161.578, -1.57821, 1, 0, 0, 4, 50, 20, 0, 6.46813, 5, 2.09305, -3.17604, 0.940771, 3.37599, 5, 5, 6.72068, 6.46813;
27.449, 161.908, -1.90817, 1, 0, 0, 4, 50, 20, 0, 6.73574, 5, 1.99372, -3.12239, 0.932131, 3.34973, 5, 5, 6.98817, 6.73574;
27.499, 162.252, -2.25157, 1, 0, 0, 4, 50, 20, 0, 7.00492, 5, 1.88907, -3.06295, 0.92155, 3.32369, 5, 5, 7.25722, 7.00492;
27.549, 162.608, -2.60836, 1, 0, 0, 4, 50, 20, 0, 7.27211, 5, 1.78042, -2.99834, 0.909081, 3.29821, 5, 5, 7.52427, 7.27211;
27.599, 162.979, -2.97851, 1, 0, 0, 4, 50, 20, 0, 7.53901, 5, 1.66705, -2.92807, 0.894578, 3.27313, 5, 5, 7.79104, 7.53901;
27.649, 163.362, -3.36197, 1, 0, 0, 4, 50, 20, 0, 7.80481, 5, 1.54928, -2.85221, 0.878008, 3.2485, 5, 5, 8.05668, 7.80481;
27.699, 163.759, -3.75871, 1, 0, 0, 4, 50, 20, 0, 8.06983, 5, 1.42694, -2.77055, 0.859277, 3.22428, 5, 5, 8.32156, 8.06983;
27.749, 164.169, -4.16867, 1, 0, 0, 4, 50, 20, 0, 8.33389, 5, 1.30008, -2.68304, 0.838323, 3.20048, 5, 5, 8.58546, 8.33389;
27.799, 164.592, -4.59182, 1, 0, 0, 4, 50, 20, 0, 8.59703, 5, 1.16866, -2.58956, 0.815071, 3.17709, 5, 5, 8.84844, 8.59703;
27.849, 165.028, -5.0281, 1, 0, 0, 4, 50, 20, 0, 8.85921, 5, 1.03269, -2.49001, 0.789449, 3.15411, 5, 5, 9.11044, 8.85921;
27.899, 165.477, -5.47746, 1, 0, 0, 4, 50, 20, 0, 9.12038, 5, 0.892163, -2.3843, 0.761389, 3.13152, 5, 5, 9.37145, 9.12038;
27.949, 165.94, -5.93986, 1, 0, 0, 4, 50, 20, 0, 9.38055, 5, 0.74708, -2.27235, 0.730818, 3.10932, 5, 5, 9.63143, 9.38055;
27.999, 166.415, -6.41524, 1, 0, 0, 4, 50, 20, 0, 9.63967, 5, 0.597444, -2.15405, 0.69767, 3.0875, 5, 5, 9.89037, 9.63967;
28.049, 166.904, -6.90355, 1, 0, 0, 4, 50, 20, 0, 9.89772, 5, 0.44326, -2.02934, 0.661875, 3.06605, 5, 5, 10.1482, 9.89772;
28.099, 167.405, -7.40474, 1, 0, 0, 4, 50.7734, 20, 0, 10.1547, 5, 0.160329, -1.72741, 0.559159, 3.08929, 5, 5, 10.4049, 10.1547;
28.149, 167.919, -7.91874, 1, 0, 0, 4, 52.0527, 20, 0, 10.4105, 5, -0.183432, -1.34518, 0.428262, 3.14102, 4.98916, 5, 10.6603, 10.4105;
28.199, 168.446, -8.44551, 1, 0, 0, 4, 53.3257, 20, 0, 10.6651, 5, -0.50196, -1.00066, 0.313521, 3.1917, 4.96282, 5, 10.9145, 10.6651;
28.249, 168.985, -8.98498, 1, 0, 0, 4, 54.5903, 20, 0, 10.9181, 5, -0.797317, -0.689802, 0.212818, 3.24128, 4.9221, 5, 11.167, 10.9181;
28.299, 169.537, -9.53703, 1, 0, 0, 4, 55.8433, 20, 0, 11.1687, 5, -1.0711, -0.409283, 0.124414, 3.28969, 4.86804, 5, 11.4173, 11.1687;
28.349, 170.102, -10.1015, 1, 0, 0, 4, 57.0802, 20, 0, 11.416, 4.94753, -1.24909, -0.209074, 0.0626174, 3.33891, 4.80532, 4.94753, 11.6619, 11.416;
28.399, 170.678, -10.6783, 1, 0, 0, 4, 58.2986, 20, 0, 11.6597, 4.87357, -1.37932, -0.0524793, 0.0154908, 3.38776, 4.73629, 4.87357, 11.9017, 11.6597;
28.449, 171.267, -11.2672, 1, 0, 0, 4, 59.4987, 20, 0, 11.8997, 4.80036, -1.49582, 0.0860184, -0.0250388, 3.4354, 4.66161, 4.80036, 12.1379, 11.8997;
28.499, 171.868, -11.868, 1, 0, 0, 4, 60.6807, 20, 0, 12.1361, 4.72793, -1.60013, 0.208733, -0.0599486, 3.48186, 4.58186, 4.72793, 12.3705, 12.1361;
28.549, 172.481, -12.4805, 1, 0, 0, 4, 61.844, 20, 0, 12.3688, 4.65354, -1.68966, 0.314996, -0.0893028, 3.52728, 4.49777, 4.65354, 12.5994, 12.3688;
28.599, 173.105, -13.1046, 1, 0, 0, 4, 62.988, 20, 0, 12.5976, 4.57584, -1.76364, 0.405276, -0.113468, 3.57174, 4.41009, 4.57584, 12.8242, 12.5976;
28.649, 173.74, -13.74, 1, 0, 0, 4, 64.1116, 20, 0, 12.8223, 4.49456, -1.82275, 0.480905, -0.133021, 3.61525, 4.31955, 4.49456, 13.0448, 12.8223;
28.699, 174.387, -14.3865, 1, 0, 0, 4, 65.2141, 20, 0, 13.0428, 4.40996, -1.86827, 0.543476, -0.148579, 3.65782, 4.22681, 4.40996, 13.261, 13.0428;
28.749, 175.044, -15.044, 1, 0, 0, 4, 66.2948, 20, 0, 13.259, 4.32246, -1.9016, 0.594566, -0.160718, 3.69944, 4.13247, 4.32246, 13.4727, 13.259;
28.799, 175.712, -15.7122, 1, 0, 0, 4, 67.3529, 20, 0, 13.4706, 4.23255, -1.92413, 0.635649, -0.169955, 3.74011, 4.03705, 4.23255, 13.6798, 13.4706;
28.849, 176.391, -16.3908, 1, 0, 0, 4, 68.3881, 20, 0, 13.6776, 4.14073, -1.9372, 0.668063, -0.176745, 3.77982, 3.94102, 4.14073, 13.8822, 13.6776;
28.899, 177.08, -17.0796, 1, 0, 0, 4, 69.3999, 20, 0, 13.88, 4.04749, -1.94205, 0.693012, -0.181485, 3.81856, 3.84478, 4.04749, 14.08, 13.88;
28.949, 177.779, -17.7785, 1, 0, 0, 4, 70.3883, 20, 0, 14.0777, 3.9533, -1.93981, 0.711558, -0.184516, 3.85634, 3.74867, 3.9533, 14.2729, 14.0777;
28.999, 178.487, -18.4871, 1, 0, 0, 4, 71.3529, 20, 0, 14.2706, 3.85858, -1.93149, 0.724635, -0.18613, 3.89316, 3.653, 3.85858, 14.4611, 14.2706;
29.049, 179.205, -19.2053, 1, 0, 0, 4, 72.2938, 20, 0, 14.4588, 3.76369, -1.91798, 0.733055, -0.186574, 3.92903, 3.55801, 3.76369, 14.6446, 14.4588;
29.099, 179.933, -19.9328, 1, 0, 0, 4, 73.2111, 20, 0, 14.6422, 3.66898, -1.90009, 0.737523, -0.186058, 3.96394, 3.46392, 3.66898, 14.8233, 14.6422;
29.149, 180.669, -20.6693, 1, 0, 0, 4, 74.1048, 20, 0, 14.821, 3.57471, -1.87849, 0.738646, -0.184758, 3.99791, 3.37091, 3.57471, 14.9974, 14.821;
29.18, 180.669, -20.6693, 1, 0, 0, 4, 74.1048, 20, 0, 14.821, 3.57471, -1.87849, 0.738646, -0.184758, 3.99791, 3.27791, 3.57471, 14.9974, 14.821;
